id,installed,latitude,locked,longitude,name,bikes_count,docks_count,nbEmptyDocks,temporary,terminal_name,install_date,removal_date
334,true,51.505044,false,-0.115851,"Concert Hall Approach 1, South Bank",1,10,9,false,2635,2010-07-26,
250,true,51.489932,false,-0.162727,"Royal Avenue 1, Chelsea",0,10,10,false,3440,2010-07-20,
280,true,51.490083,false,-0.162418,"Royal Avenue 2, Chelsea",0,10,10,false,3462,2010-07-21,
404,true,51.50204238,false,-0.184400221,"Palace Gate, Kensington Gardens",12,13,0,false,1110,2011-03-09,
118,true,51.49582705,false,-0.13547809,"Rochester Row, Westminster",0,13,13,false,3457,2010-07-14,
388,true,51.51070161,false,-0.121723604,"Southampton Street, Strand",3,14,10,false,1228,2011-02-08,
171,true,51.4916156,false,-0.186753859,"Collingham Gardens, Earl's Court",1,14,12,false,3459,2010-07-16,
185,true,51.48805753,false,-0.140741432,"Alderney Street, Pimlico",0,14,12,false,1174,2010-07-17,
200,true,51.51492456,false,-0.066078037,"LMU Commercial Road, Whitechapel",0,14,12,false,1105,2010-07-18,
240,true,51.50545935,false,-0.10569204,"Colombo Street, Southwark",0,14,14,false,3472,2010-07-20,
381,true,51.51953043,false,-0.13577731,"Charlotte Street, Fitzrovia",0,14,14,false,2669,2011-01-28,
289,true,51.50923022,false,-0.151296092,"South Audley Street, Mayfair",15,15,0,false,3493,2010-07-22,
419,true,51.485821,false,-0.149004,"Chelsea Bridge, Pimlico",8,15,4,false,22160,2011-06-22,
405,true,51.49418566,false,-0.18267094,"Gloucester Road Station, South Kensington",5,15,10,false,1107,2011-03-09,
356,true,51.494412,false,-0.173881,"South Kensington Station, South Kensington",4,15,11,false,2685,2010-10-25,
393,true,51.51733427,false,-0.103604248,"Snow Hill, Farringdon",0,15,11,false,2699,2011-02-24,
324,true,51.49652013,false,-0.101384068,"Ontario Street, Elephant & Castle",0,15,13,false,1200,2010-07-23,
382,true,51.50935171,false,-0.14744969,"Farm Street, Mayfair",2,15,13,false,2678,2011-02-08,
395,true,51.492462,false,-0.159919,"Cadogan Gardens, Chelsea",1,15,14,false,2695,2011-02-28,
402,true,51.52289229,false,-0.171681991,"Penfold Street, Marylebone",1,15,14,false,10625,2011-03-08,
82,true,51.514274,false,-0.111257,"Chancery Lane, Holborn",0,15,15,false,3453,2010-07-13,
95,true,51.5208417,false,-0.097340162,"Aldersgate Street, Barbican",0,15,15,false,1065,2010-07-14,
165,true,51.517932,false,-0.183716959,"Orsett Terrace, Bayswater",0,15,15,false,2585,2010-07-16,
173,true,51.50486,false,-0.113001,"Waterloo Road, South Bank",0,15,15,false,1176,2010-07-16,
203,true,51.51821864,false,-0.100791005,"West Smithfield Rotunda, Farringdon",0,15,15,false,1040,2010-07-18,
256,true,51.51362054,false,-0.116764211,"Houghton Street, Strand",0,15,15,false,3484,2010-07-21,
261,true,51.5134891,false,-0.191351186,"Princes Square, Bayswater",0,15,15,false,3491,2010-07-21,
377,true,51.50535447,false,-0.113656543,"Waterloo Bridge, South Bank",0,15,15,false,2648,2011-01-17,
384,true,51.496481,false,-0.192404,"Marloes Road, Kensington",0,15,15,false,3505,2011-02-03,
99,true,51.51457763,false,-0.158264483,"Old Quebec Street, Marylebone",16,16,0,false,1085,2010-07-14,
257,true,51.52248185,false,-0.154907218,"Westminster University, Marylebone",14,16,1,false,1194,2010-07-21,
315,true,51.52536703,false,-0.153463612,"The Tennis Courts, The Regent's Park",15,16,1,false,1199,2010-07-23,
646,true,51.49886563,false,-0.137424571,"Buckingham Gate, Westminster",14,16,1,false,200178,2013-10-18,
21,true,51.53007835,false,-0.13884627,"Hampstead Road (Cartmel), Euston",14,16,2,false,3426,2010-07-06,
292,true,51.49888404,false,-0.165471605,"Montpelier Street, Knightsbridge",14,16,2,false,1206,2010-07-22,
56,true,51.52058381,false,-0.154701411,"Paddington Street, Marylebone",12,16,3,false,1033,2010-07-10,
386,true,51.51352755,false,-0.130110822,"Moor Street, Soho",6,16,8,false,3504,2011-02-03,
367,true,51.5173721,false,-0.1642075,"Harrowby Street, Marylebone",6,16,9,false,2680,,
528,true,51.507326,false,-0.145827,"Clarges Street, Mayfair",7,16,9,false,200088,2012-02-09,
554,true,51.513548,false,-0.005659,"Aberfeldy Street, Poplar",3,16,10,false,200078,,
148,true,51.49211134,false,-0.138364847,"Tachbrook Street, Victoria",3,16,12,false,965,,
201,true,51.5225965,false,-0.161113413,"Dorset Square, Marylebone",4,16,12,false,1162,2010-07-18,
49,true,51.50706909,false,-0.145904427,"Curzon Street, Mayfair",3,16,13,false,3437,2010-07-10,
186,true,51.51733558,false,-0.175810943,"South Wharf Road, Paddington",3,16,13,false,1167,2010-07-17,
192,true,51.51251523,false,-0.133201961,"Wardour Street, Soho",2,16,13,false,1163,2010-07-17,
259,true,51.490959,false,-0.1532331,"Bourne Street, Belgravia",3,16,13,false,1180,2010-07-21,
397,true,51.51348,false,-0.17977,"Devonshire Terrace, Bayswater",0,16,13,false,1227,2011-03-02,
131,true,51.53300545,false,-0.136792671,"Eversholt Street , Camden Town",2,16,14,false,1005,2010-07-15,
217,true,51.51615461,false,-0.082422399,"Wormwood Street, Liverpool Street",0,16,14,false,2587,2010-07-19,
232,true,51.51501025,false,-0.112753217,"Carey Street, Holborn",1,16,14,false,1139,2010-07-20,
40,true,51.52127071,false,-0.0755789,"Commercial Street, Shoreditch",0,16,15,false,1083,2010-07-08,
164,true,51.515607,false,-0.183118788,"Cleveland Gardens, Bayswater",1,16,15,false,1178,2010-07-16,
221,true,51.49481649,false,-0.13045856,"Horseferry Road, Westminster",0,16,15,false,1170,2010-07-19,
337,true,51.51108452,false,-0.197524944,"Pembridge Villas, Notting Hill",1,16,15,false,2589,2010-07-26,
396,true,51.51809,false,-0.163609,"Shouldham Street, Marylebone",1,16,15,false,2693,2011-03-02,
403,true,51.51689296,false,-0.158249929,"George Place Mews, Marylebone",1,16,15,false,10630,2011-03-08,
7,true,51.53430039,false,-0.1680743,"Charlbert Street, St. John's Wood",0,16,16,false,3422,2010-07-04,
23,true,51.51943538,false,-0.119123345,"Red Lion Square, Holborn",0,16,16,false,3421,2010-07-06,
34,true,51.5341235,false,-0.129386874,"Pancras Road, King's Cross",0,16,16,false,3428,2010-07-07,
46,true,51.507131,false,-0.06691,"Nesham Street, Wapping",0,16,16,false,1031,2010-07-09,
72,true,51.52352001,false,-0.108340165,"Farringdon Lane, Clerkenwell",0,16,16,false,3432,2010-06-19,
87,true,51.51646835,false,-0.079684557,"Devonshire Square, Liverpool Street",0,16,16,false,3438,2010-07-13,
161,true,51.49234577,false,-0.141334487,"Guildhouse Street, Victoria",0,16,16,false,3478,2010-07-16,
283,true,51.51440928,false,-0.118478757,"Kingsway, Covent Garden",0,16,16,false,1141,2010-07-21,
294,true,51.488226,false,-0.135635511,"St. George's Square, Pimlico",0,16,16,false,1195,2010-07-22,
306,true,51.51816295,false,-0.135025698,"Rathbone Street, Fitzrovia",0,16,16,false,3497,2010-07-22,
340,true,51.51444134,false,-0.087587447,"Bank of England Museum, Bank",0,16,16,false,1201,2010-07-27,
451,true,51.504719,false,-0.063531,"Hermitage Court, Wapping",0,16,16,false,200021,2012-01-02,
517,true,51.532513,false,-0.033085,"Ford Road, Old Ford",17,17,0,false,200027,2012-01-17,
180,true,51.5129118,false,-0.153645496,"North Audley Street, Mayfair",16,17,1,false,1126,2010-07-16,
277,true,51.50315739,false,-0.191496313,"Kensington Church Street, Kensington",14,17,2,false,1143,2010-07-21,
459,true,51.535179,false,-0.03338,"Gunmakers Lane, Old Ford",15,17,2,false,200014,,
514,true,51.516204,false,-0.155525,"Portman Square, Marylebone",10,17,7,false,200008,2012-02-02,
348,true,51.51217033,false,-0.150481272,"Grosvenor Square, Mayfair",9,17,8,false,10627,2010-09-15,
74,true,51.48591714,false,-0.124469948,"Vauxhall Cross, Vauxhall",2,17,10,false,1000,2010-07-12,
224,true,51.51031,false,-0.18740235,"Queensway, Kensington Gardens",4,17,13,false,1150,2010-07-20,
467,true,51.523538,false,-0.030556,"Southern Grove, Bow",2,17,13,false,200168,2012-01-12,
110,true,51.53304322,false,-0.172528678,"Wellington Road, St. John's Wood",1,17,15,false,1055,2010-07-14,
426,true,51.493072,false,-0.129925,"Vincent Street, Pimlico",2,17,15,false,22161,2011-07-12,
455,true,51.49447,false,-0.014409,"East Ferry Road, Cubitt Town",0,17,15,false,200031,2012-01-09,
38,true,51.4973875,false,-0.197245586,"Abingdon Villas, Kensington",1,17,16,false,3442,2010-07-08,
78,true,51.52486887,false,-0.099489485,"Sadlers Sports Centre, Finsbury",0,17,16,false,3433,2010-07-12,
120,true,51.51573534,false,-0.093080779,"The Guildhall, Guildhall",1,17,16,false,1044,2010-07-15,
37,true,51.49159394,false,-0.192369256,"Penywern Road, Earl's Court",0,17,17,false,3444,2010-07-07,
102,true,51.51340693,false,-0.076793375,"Jewry Street, Aldgate",0,17,17,false,1045,2010-07-14,
127,true,51.51700801,false,-0.09388536,"Wood Street, Guildhall",0,17,17,false,1063,2010-07-15,
196,true,51.50368837,false,-0.098497684,"Union Street, The Borough",0,17,17,false,961,2010-07-17,
212,true,51.50658458,false,-0.199004026,"Campden Hill Road, Notting Hill",0,17,17,false,3487,2010-07-19,
265,true,51.51595344,false,-0.169249375,"Southwick Street, Paddington",0,17,17,false,3490,2010-07-21,
297,true,51.49612799,false,-0.106000855,"Geraldine Street, Elephant & Castle",0,17,17,false,3498,2010-07-22,
344,true,51.528246,false,-0.10102611,"Goswell Road (City Uni), Finsbury",0,17,17,false,1222,2010-07-27,
347,true,51.50013942,false,-0.113936001,"Lower Marsh, Waterloo",0,17,17,false,1219,2010-09-06,
353,true,51.49459148,false,-0.134234258,"Greycoat Street , Westminster",0,17,17,false,10623,2010-10-21,
412,true,51.488105,false,-0.110121,"Cleaver Street, Kennington",0,17,17,false,10628,2011-04-05,
565,true,51.521905,false,-0.063386,"Selby Street, Whitechapel",0,17,17,false,200135,,
207,true,51.50135267,false,-0.153194766,"Grosvenor Crescent, Belgravia",18,18,0,false,1169,2010-07-19,
300,true,51.505014,false,-0.17306032,"Serpentine Car Park, Hyde Park",16,18,0,false,1217,2010-07-22,
373,true,51.49980661,false,-0.176415994,"Prince Consort Road, Knightsbridge",18,18,0,false,3499,2011-01-19,
389,true,51.51013066,false,-0.155757901,"Upper Grosvenor Street, Mayfair",17,18,0,false,10621,2011-02-10,
721,true,51.53603947,false,-0.026262677,"Wendon Street, Old Ford",17,18,0,false,300039,2013-11-21,
43,true,51.52026,false,-0.157183945,"Crawford Street, Marylebone",17,18,1,false,1036,2010-07-09,
733,true,51.50542628,false,-0.150817316,"Park Lane, Mayfair",17,18,1,false,300093,2013-11-26,
760,true,51.52526975,false,-0.163795009,"Rossmore Road, Marylebone",15,18,3,false,300071,2014-01-21,
97,true,51.49792478,false,-0.183834706,"Gloucester Road (North), Kensington",14,18,4,false,3447,2010-07-14,
581,true,51.519167,false,-0.147983,"New Cavendish Street, Marylebone",12,18,6,false,200005,2012-03-16,
103,true,51.50472376,false,-0.192538767,"Vicarage Gate, Kensington",10,18,7,false,3441,2010-07-14,
359,true,51.49782999,false,-0.135440826,"Butler Place, Westminster",8,18,9,false,2662,2010-11-05,
188,true,51.5165179,false,-0.164393768,"Nutford Place, Marylebone",6,18,12,false,1112,2010-07-17,
318,true,51.51004801,false,-0.138846453,"Sackville Street, Mayfair",6,18,12,false,1197,2010-07-23,
394,true,51.524826,false,-0.176268,"Aberdeen Place, St. John's Wood",6,18,12,false,2698,,
529,true,51.486892,false,-0.170983,"Manresa Road, Chelsea",5,18,13,false,200010,,
169,true,51.51474612,false,-0.165164288,"Porchester Place, Paddington",4,18,14,false,3477,2010-07-16,
375,true,51.50194596,false,-0.194392952,"Kensington Town Hall, Kensington",4,18,14,false,10632,2010-12-08,
730,true,51.49208492,false,-0.229116862,"Bridge Avenue, Hammersmith",2,18,14,false,300082,2013-11-22,
60,true,51.52644828,false,-0.172190727,"Lisson Grove, St. John's Wood",2,18,15,false,1030,2010-07-10,
129,true,51.5118973,false,-0.137043852,"Golden Square, Soho",3,18,15,false,3451,2010-07-15,
158,true,51.49085368,false,-0.196170309,"Trebovir Road, Earl's Court",1,18,15,false,1113,2010-07-16,
182,true,51.52202903,false,-0.165842551,"Bell Street , Marylebone",1,18,15,false,1166,2010-07-17,
254,true,51.53051587,false,-0.106408455,"Chadwell Street, Angel",1,18,15,false,3471,2010-07-21,
530,true,51.508896,false,-0.012413,"Newby Place, Poplar",0,18,15,false,200146,,
573,true,51.485587,false,-0.18119,"Limerston Street, West Chelsea",3,18,15,false,200001,2012-03-15,
759,true,51.52456169,false,-0.165668686,"Broadley Terrace, Marylebone",3,18,15,false,300072,2014-01-13,
6,true,51.51811784,false,-0.144228881,"Broadcasting House, Marylebone",2,18,16,false,3424,2010-07-04,
79,true,51.511726,false,-0.11385596,"Arundel Street, Temple",1,18,16,false,3455,2017-10-26,
336,true,51.504942,false,-0.115533,"Concert Hall Approach 2, South Bank",2,18,16,false,1212,2010-07-26,
508,true,51.519362,false,-0.074431,"Fournier Street, Whitechapel",0,18,16,false,200157,2012-01-30,
516,true,51.5112,false,-0.014438,"Chrisp Street Market, Poplar",0,18,16,false,200089,2012-02-02,
589,true,51.487196,false,-0.179369,"Drayton Gardens, West Chelsea",2,18,16,false,200060,,
604,true,51.538792,false,-0.138535,"St Martins Close, Camden Town",1,18,16,false,200195,,
10,true,51.50597426,false,-0.092754157,"Park Street, Bankside",0,18,17,false,1024,2010-07-04,
33,true,51.5156,false,-0.070056,"Central House, Aldgate",0,18,17,false,3430,2010-07-07,
53,true,51.5099923,false,-0.143495266,"Grafton Street, Mayfair",0,18,17,false,3431,2010-07-10,
139,true,51.49488108,false,-0.117974901,"Lambeth Road, Vauxhall",0,18,17,false,1078,2010-07-15,
149,true,51.48478899,false,-0.110683213,"Kennington Road Post Office, Oval",0,18,17,false,1073,2010-07-15,
260,true,51.5136846,false,-0.135580879,"Broadwick Street, Soho",0,18,17,false,3489,2010-07-21,
296,true,51.49363156,false,-0.190603326,"Knaresborough Place, Earl's Court",0,18,17,false,200069,2013-08-23,
383,true,51.51310333,false,-0.13121385,"Frith Street, Soho",1,18,17,false,2660,2011-02-02,
430,true,51.48902,false,-0.17524,"South Parade, Chelsea",1,18,17,false,22182,2011-12-22,
537,true,51.51793,false,-0.067937,"Old Montague Street, Whitechapel",0,18,17,false,200239,2012-02-27,
568,true,51.51616,false,-0.18697,"Bishop's Bridge Road West, Bayswater",0,18,17,false,200110,,
693,true,51.464786,false,-0.215618902,"Felsham Road, Putney",0,18,17,false,300019,2013-11-09,
704,true,51.45682071,false,-0.202802098,"Mexfield Road, East Putney",1,18,17,false,200063,2013-11-14,
52,true,51.52295439,false,-0.094934859,"Roscoe Street, St. Luke's",0,18,18,false,1026,2010-07-10,
119,true,51.52589324,false,-0.090847761,"Bath Street, St. Luke's",0,18,18,false,964,2010-07-14,
123,true,51.52836014,false,-0.104724625,"St. John Street, Finsbury",0,18,18,false,992,2010-07-15,
189,true,51.53166681,false,-0.109914711,"Claremont Square, Angel",0,18,18,false,1104,2010-07-17,
244,true,51.51611887,false,-0.128585022,"Earnshaw Street , Covent Garden",0,18,18,false,1145,2010-07-20,
281,true,51.49580589,false,-0.127575233,"Smith Square, Westminster",0,18,18,false,3480,2010-07-21,
325,true,51.50908747,false,-0.129697889,"St. Martin's Street, West End",0,18,18,false,1158,2010-07-23,
349,true,51.51196,false,-0.142783033,"St. George Street, Mayfair",0,18,18,false,1221,2010-09-15,
521,true,51.534137,false,-0.037366,"Driffield Road, Old Ford",18,19,0,false,200030,,
28,true,51.52351808,false,-0.143613641,"Bolsover Street, Fitzrovia",14,19,1,false,1025,2010-07-07,
138,true,51.51227622,false,-0.157436972,"Green Street, Mayfair",16,19,3,false,3464,2010-07-15,
471,true,51.533283,false,-0.028155,"Hewison Street, Old Ford",14,19,4,false,200006,2012-01-17,
609,true,51.46512358,false,-0.157788279,"Sugden Road, Clapham",12,19,6,false,200208,2013-09-25,
168,true,51.50040123,false,-0.195455928,"Argyll Road, Kensington",7,19,11,false,3463,2010-07-16,
204,true,51.52659961,false,-0.112432615,"Margery Street, Clerkenwell",1,19,16,false,3468,2010-07-18,
473,true,51.496137,false,-0.019355,"Millharbour, Millwall",0,19,16,false,22167,2012-01-17,
47,true,51.52334476,false,-0.183846408,"Warwick Avenue Station, Maida Vale",1,19,17,false,1027,2010-07-10,
113,true,51.49646288,false,-0.183289032,"Gloucester Road (Central), South Kensington",2,19,17,false,3435,2010-07-14,
167,true,51.49395092,false,-0.147624377,"Eccleston Place, Victoria",2,19,17,false,3465,,
172,true,51.49121192,false,-0.173715911,"Sumner Place, South Kensington",1,19,17,false,1124,2010-07-16,
310,true,51.4908679,false,-0.116911864,"Black Prince Road, Vauxhall",2,19,17,false,1205,2010-07-23,
9,true,51.5073853,false,-0.096440751,"New Globe Walk, Bankside",1,19,18,false,1015,2010-07-04,
75,true,51.53219984,false,-0.105480698,"Torrens Street, Angel",0,19,18,false,1060,2010-07-12,
178,true,51.48985626,false,-0.141923621,"Warwick Square, Pimlico",0,19,18,false,3460,2010-07-16,
1,true,51.52916347,false,-0.109970527,"River Street , Clerkenwell",0,19,19,false,1023,2010-07-12,
22,true,51.5222641,false,-0.114079481,"Northington Street , Holborn",0,19,19,false,3425,2010-07-06,
81,true,51.52025302,false,-0.141327271,"Great Titchfield Street, Fitzrovia",0,19,19,false,3450,2010-07-13,
89,true,51.5262503,false,-0.123509611,"Tavistock Place, Bloomsbury",0,19,19,false,3439,2010-07-13,
155,true,51.49586666,false,-0.191933711,"Lexham Gardens, Kensington",0,19,19,false,1121,2010-07-16,
275,true,51.52004497,false,-0.092176447,"Barbican Centre, Barbican",0,19,19,false,1191,2010-07-21,
299,true,51.49398524,false,-0.136928582,"Vincent Square, Westminster",0,19,19,false,1196,2010-07-22,
352,true,51.486965,false,-0.116625,"Vauxhall Street, Vauxhall",0,19,19,false,1224,2010-10-11,
509,true,51.517842,false,-0.090075,"Fore Street, Guildhall",0,19,19,false,200253,2012-01-30,
722,true,51.52458353,false,-0.058631453,"Finnis Street, Bethnal Green",0,19,19,false,300041,2013-11-21,
710,true,51.47439218,false,-0.163347594,"Albert Bridge Road, Battersea Park",19,20,0,false,300045,2013-11-15,
428,true,51.499917,false,-0.174554,"Exhibition Road, Knightsbridge",19,20,1,false,22179,2011-10-13,
577,true,51.528869,false,-0.047548,"Globe Town Market, Bethnal Green",15,20,4,false,200247,,
124,true,51.49654462,false,-0.150905245,"Eaton Square, Belgravia",12,20,8,false,1069,2010-07-15,
160,true,51.50663341,false,-0.131773845,"Waterloo Place, St. James's",9,20,10,false,3458,2010-07-16,
694,true,51.46071722,false,-0.216526155,"Putney Rail Station, Putney",6,20,12,false,300033,2013-11-09,
774,true,51.470131,false,-0.20464,"Hurlingham Park, Parsons Green",5,20,13,false,300098,2014-03-31,
208,true,51.52505151,false,-0.166304359,"Mallory Street, Marylebone",5,20,14,false,1175,2010-07-18,
776,true,51.460333,false,-0.167029,"Abyssinia Close, Clapham Junction",6,20,14,false,300099,2014-03-31,
583,true,51.497622,false,-0.125978,"Abingdon Green, Westminster",4,20,15,false,200231,,
592,true,51.5171,false,-0.18377,"Bishop's Bridge Road East, Bayswater",4,20,16,false,200108,,
218,true,51.48971651,false,-0.170194408,"St. Luke's Church, Chelsea",3,20,17,false,3486,2010-07-19,
312,true,51.53088935,false,-0.176770502,"Grove End Road, St. John's Wood",2,20,17,false,1130,2010-07-23,
91,true,51.49368637,false,-0.111014912,"Walnut Tree Walk, Vauxhall",2,20,18,false,1076,2010-07-13,
308,true,51.49907558,false,-0.085666316,"Long Lane , Bermondsey",0,20,18,false,1189,2010-07-22,
358,true,51.516226,false,-0.124826,"High Holborn , Covent Garden",1,20,18,false,1229,2010-11-18,
431,true,51.534474,false,-0.122203,"Crinan Street, King's Cross",2,20,18,false,22183,2011-12-08,
58,true,51.52452699,false,-0.079248081,"New Inn Yard, Shoreditch",0,20,19,false,1032,2010-07-10,
